762409158	0	0	0
762419158	0	0	0
762429158	0	0	0
762439158	0	0	0
762449159	0	0	0
762459161	0	0	0
762469163	0	0	0
762479163	0	0	0
762489162	0	0	0
762499165	0	0	0
762509165	0	0	0
762519166	0	0	0
762529166	0	0	0
762539166	0	0	0
762549168	0	0	0
762559168	0	0	0
762569170	0	0	0
762579169	0	0	0
762589171	0	0	0
762599172	0	0	0
762609172	0	0	0
762619175	0	0	0
762629174	0	0	0
762639175	0	0	0
762649176	0	0	0
762659175	0	0	0
762669177	0	0	0
762679180	0	0	0
762689181	0	0	0
762699182	0	0	0
762709182	0	0	0
762719184	0	0	0
762729185	0	0	0
762739185	0	0	0
762749186	0	0	0
762759186	0	0	0
762769189	0	0	0
762779189	0	0	0
762789189	0	0	0
762799192	0	0	0
762809193	0	0	0
762819192	0	0	0
762829193	0	0	0
762839193	0	0	0
762849194	0	0	0
762859195	0	0	0
762869197	0	0	0
762879197	0	0	0
762889197	0	0	0
762899197	0	0	0
762909199	0	0	0
762919201	0	0	0
762929202	0	0	0
762939203	0	0	0
762949205	0	0	0
762959205	0	0	0
762969207	0	0	0
762979208	0	0	0
762989208	0	0	0
762999210	0	0	0
763009211	0	0	0
763019210	0	0	0
763029212	0	0	0
763039213	0	0	0
763049214	0	0	0
763059215	0	0	0
763069216	0	0	0
763079215	0	0	0
763089216	0	0	0
763099217	0	0	0
763109217	0	0	0
763119218	0	0	0
763129219	0	0	0
763139220	0	0	0
763149222	0	0	0
763159224	0	0	0
763169227	0	0	0
763179227	0	0	0
763189227	0	0	0
763199228	0	0	0
763209227	0	0	0
763219230	0	0	0
763229230	0	0	0
763239230	0	0	0
763249231	0	0	0
763259231	0	0	0
763269231	0	0	0
763279231	0	0	0
763289233	0	0	0
763299232	0	0	0
763309232	0	0	0
763319234	0	0	0
763329234	0	0	0
763339235	0	0	0
763349236	0	0	0
763359237	0	0	0
763369239	0	0	0
763379240	0	0	0
763389240	0	0	0
763399242	0	0	0
763409244	0	0	0
763419245	0	0	0
763429243	0	0	0
763439246	0	0	0
763449247	0	0	0
763459247	0	0	0
763469247	0	0	0
763479248	0	0	0
763489248	0	0	0
763499251	0	0	0
763509251	0	0	0
763519251	0	0	0
763529252	0	0	0
763539251	0	0	0
763549251	0	0	0
763559252	0	0	0
763569253	0	0	0
763579255	0	0	0
763589255	0	0	0
763599255	0	0	0
763609254	0	0	0
763619256	0	0	0
763629258	0	0	0
763639257	0	0	0
763649258	0	0	0
763659258	0	0	0
763669259	0	0	0
763679260	0	0	0
763689259	0	0	0
763699260	0	0	0
763709261	0	0	0
763719263	0	0	0
763729265	0	0	0
763739264	0	0	0
763749265	0	0	0
763759266	0	0	0
763769268	0	0	0
763779267	0	0	0
763789272	0	0	0
763799275	0	0	0
763809276	0	0	0
763819278	0	0	0
763829280	0	0	0
763839281	0	0	0
763849282	0	0	0
763859283	0	0	0
763869282	0	0	0
763879283	0	0	0
763889283	0	0	0
763899285	0	0	0
763909285	0	0	0
763919285	0	0	0
763929288	0	0	0
763939290	0	0	0
763949291	0	0	0
763959291	0	0	0
763969290	0	0	0
763979293	0	0	0
763989293	0	0	0
763999294	0	0	0
764009295	0	0	0
764019296	0	0	0
764029296	0	0	0
764039297	0	0	0
764049298	0	0	0
764059299	0	0	0
764069299	0	0	0
764079298	0	0	0
764089300	0	0	0
764099300	0	0	0
764109301	0	0	0
764119300	0	0	0
764129301	0	0	0
764139302	0	0	0
764149303	0	0	0
764159305	0	0	0
764169306	0	0	0
764179307	0	0	0
764189307	0	0	0
764199308	0	0	0
764209310	0	0	0
764219309	0	0	0
764229310	0	0	0
764239309	0	0	0
764249311	0	0	0
764259312	0	0	0
764269313	0	0	0
764279313	0	0	0
764289313	0	0	0
764299313	0	0	0
764309315	0	0	0
764319316	0	0	0
764329317	0	0	0
764339318	0	0	0
764349329	0	0	0
764359331	0	0	0
764369330	0	0	0
764379333	0	0	0
764389334	0	0	0
764399335	0	0	0
764409335	0	0	0
764419336	0	0	0
764429337	0	0	0
764439340	0	0	0
764449341	0	0	0
764459343	0	0	0
764469344	0	0	0
764479347	0	0	0
764489348	0	0	0
764499349	0	0	0
764509351	0	0	0
764519351	0	0	0
764529353	0	0	0
764539354	0	0	0
764549354	0	0	0
764559355	0	0	0
764569357	0	0	0
764579360	0	0	0
764589360	0	0	0
764599360	0	0	0
764609360	0	0	0
764619362	0	0	0
764629363	0	0	0
764639365	0	0	0
764649371	0	0	0
764659373	0	0	0
764669374	0	0	0
764679375	0	0	0
764689384	0	0	0
764699386	0	0	0
764709386	0	0	0
764719387	0	0	0
764729388	0	0	0
764739388	0	0	0
764749391	0	0	0
764759391	0	0	0
764769392	0	0	0
764779393	0	0	0
764789395	0	0	0
764799395	0	0	0
764809396	0	0	0
764819396	0	0	0
764829398	0	0	0
764839399	0	0	0
764849400	0	0	0
764859402	0	0	0
764869403	0	0	0
764879405	0	0	0
764889406	0	0	0
764899408	0	0	0
764909408	0	0	0
764919407	0	0	0
764929408	0	0	0
764939408	0	0	0
764949410	0	0	0
764959412	0	0	0
764969413	0	0	0
764979414	0	0	0
764989415	0	0	0
764999414	0	0	0
765009415	0	0	0
765019417	0	0	0
765029418	0	0	0
765039418	0	0	0
765049418	0	0	0
765059419	0	0	0
765069419	0	0	0
765079422	0	0	0
765089422	0	0	0
765099424	0	0	0
765109424	0	0	0
765119424	0	0	0
765129423	0	0	0
765139425	0	0	0
765149426	0	0	0
765159428	0	0	0
765169428	0	0	0
765179429	0	0	0
765189431	0	0	0
765199431	0	0	0
765209432	0	0	0
765219432	0	0	0
765229433	0	0	0
765239432	0	0	0
765249433	0	0	0
765259434	0	0	0
765269434	0	0	0
765279435	0	0	0
765289437	0	0	0
765299439	0	0	0
765309439	0	0	0
765319440	0	0	0
765329443	0	0	0
765339443	0	0	0
765349445	0	0	0
765359447	0	0	0
765369446	0	0	0
765379447	0	0	0
765389448	0	0	0
765399450	0	0	0
765409450	0	0	0
765419452	0	0	0
765429454	0	0	0
765439455	0	0	0
765449456	0	0	0
765459458	0	0	0
765469458	0	0	0
765479460	0	0	0
765489460	0	0	0
765499462	0	0	0
765509462	0	0	0
765519463	0	0	0
765529463	0	0	0
765539465	0	0	0
765549466	0	0	0
765559467	0	0	0
765569469	0	0	0
765579468	0	0	0
765589470	0	0	0
765599470	0	0	0
765609470	0	0	0
765619469	0	0	0
765629470	0	0	0
765639472	0	0	0
765649473	0	0	0
765659474	0	0	0
765669477	0	0	0
765679477	0	0	0
