748706036	0	1100
749349750	1	1100
749946806	0	1100
762409158	0	1100
762419158	0	1100
762429158	0	1100
762439158	0	1100
762449159	0	1100
762459161	0	1100
762469163	0	1100
762479163	0	1100
762489162	0	1100
762499165	0	1100
762509165	0	1100
762519166	0	1100
762529166	0	1100
762539166	0	1100
762549168	0	1100
762559168	0	1100
762569170	0	1100
762579169	0	1100
762589171	0	1100
762599172	0	1100
762609172	0	1100
762619175	0	1100
762629174	0	1100
762639175	0	1100
762649176	0	1100
762659175	0	1100
762669177	0	1100
762679180	0	1100
762689181	0	1100
762699182	0	1100
762709182	0	1100
762719184	0	1100
762729185	0	1100
762739185	0	1100
762749186	0	1100
762759186	0	1100
762769189	0	1100
762779189	0	1100
762789189	0	1100
762799192	0	1100
762809193	0	1100
762819192	0	1100
762829193	0	1100
762839193	0	1100
762849194	0	1100
762859195	0	1100
762869197	0	1100
762879197	0	1100
762889197	0	1100
762899197	0	1100
762909199	0	1100
762919201	0	1100
762929202	0	1100
762939203	0	1100
762949205	0	1100
762959205	0	1100
762969207	0	1100
762979208	0	1100
762989208	0	1100
762999210	0	1100
763009211	0	1100
763019210	0	1100
763029212	0	1100
763039213	0	1100
763049214	0	1100
763059215	0	1100
763069216	0	1100
763079215	0	1100
763089216	0	1100
763099217	0	1100
763109217	0	1100
763119218	0	1100
763129219	0	1100
763139220	0	1100
763149222	0	1100
763159224	0	1100
763169227	0	1100
763179227	0	1100
763189227	0	1100
763199228	0	1100
763209227	0	1100
763219230	0	1100
763229230	0	1100
763239230	0	1100
763249231	0	1100
763259231	0	1100
763269231	0	1100
763279231	0	1100
763289233	0	1100
763299232	0	1100
763309232	0	1100
763319234	0	1100
763329234	0	1100
763339235	0	1100
763349236	0	1100
763359237	0	1100
763369239	0	1100
763379240	0	1100
763389240	0	1100
763399242	0	1100
763409244	0	1100
763419245	0	1100
763429243	0	1100
763439246	0	1100
763449247	0	1100
763459247	0	1100
763469247	0	1100
763479248	0	1100
763489248	0	1100
763499251	0	1100
763509251	0	1100
763519251	0	1100
763529252	0	1100
763539251	0	1100
763549251	0	1100
763559252	0	1100
763569253	0	1100
763579255	0	1100
763589255	0	1100
763599255	0	1100
763609254	0	1100
763619256	0	1100
763629258	0	1100
763639257	0	1100
763649258	0	1100
763659258	0	1100
763669259	0	1100
763679260	0	1100
763689259	0	1100
763699260	0	1100
763709261	0	1100
763719263	0	1100
763729265	0	1100
763739264	0	1100
763749265	0	1100
763759266	0	1100
763769268	0	1100
763779267	0	1100
763789272	0	1100
763799275	0	1100
763809276	0	1100
763819278	0	1100
763829280	0	1100
763839281	0	1100
763849282	0	1100
763859283	0	1100
763869282	0	1100
763879283	0	1100
763889283	0	1100
763899285	0	1100
763909285	0	1100
763919285	0	1100
763929288	0	1100
763939290	0	1100
763949291	0	1100
763959291	0	1100
763969290	0	1100
763979293	0	1100
763989293	0	1100
763999294	0	1100
764009295	0	1100
764019296	0	1100
764029296	0	1100
764039297	0	1100
764049298	0	1100
764059299	0	1100
764069299	0	1100
764079298	0	1100
764089300	0	1100
764099300	0	1100
764109301	0	1100
764119300	0	1100
764129301	0	1100
764139302	0	1100
764149303	0	1100
764159305	0	1100
764169306	0	1100
764179307	0	1100
764189307	0	1100
764199308	0	1100
764209310	0	1100
764219309	0	1100
764229310	0	1100
764239309	0	1100
764249311	0	1100
764259312	0	1100
764269313	0	1100
764279313	0	1100
764289313	0	1100
764299313	0	1100
764309315	0	1100
764319316	0	1100
764329317	0	1100
764339318	0	1100
764349329	0	1100
764359331	0	1100
764369330	0	1100
764379333	0	1100
764389334	0	1100
764399335	0	1100
764409335	0	1100
764419336	0	1100
764429337	0	1100
764439340	0	1100
764449341	0	1100
764459343	0	1100
764469344	0	1100
764479347	0	1100
764489348	0	1100
764499349	0	1100
764509351	0	1100
764519351	0	1100
764529353	0	1100
764539354	0	1100
764549354	0	1100
764559355	0	1100
764569357	0	1100
764579360	0	1100
764589360	0	1100
764599360	0	1100
764609360	0	1100
764619362	0	1100
764629363	0	1100
764639365	0	1100
764649371	0	1100
764659373	0	1100
764669374	0	1100
764679375	0	1100
764689384	0	1100
764699386	0	1100
764709386	0	1100
764719387	0	1100
764729388	0	1100
764739388	0	1100
764749391	0	1100
764759391	0	1100
764769392	0	1100
764779393	0	1100
764789395	0	1100
764799395	0	1100
764809396	0	1100
764819396	0	1100
764829398	0	1100
764839399	0	1100
764849400	0	1100
764859402	0	1100
764869403	0	1100
764879405	0	1100
764889406	0	1100
764899408	0	1100
764909408	0	1100
764919407	0	1100
764929408	0	1100
764939408	0	1100
764949410	0	1100
764959412	0	1100
764969413	0	1100
764979414	0	1100
764989415	0	1100
764999414	0	1100
765009415	0	1100
765019417	0	1100
765029418	0	1100
765039418	0	1100
765049418	0	1100
765059419	0	1100
765069419	0	1100
765079422	0	1100
765089422	0	1100
765099424	0	1100
765109424	0	1100
765119424	0	1100
765129423	0	1100
765139425	0	1100
765149426	0	1100
765159428	0	1100
765169428	0	1100
765179429	0	1100
765189431	0	1100
765199431	0	1100
765209432	0	1100
765219432	0	1100
765229433	0	1100
765239432	0	1100
765249433	0	1100
765259434	0	1100
765269434	0	1100
765279435	0	1100
765289437	0	1100
765299439	0	1100
765309439	0	1100
765319440	0	1100
765329443	0	1100
765339443	0	1100
765349445	0	1100
765359447	0	1100
765369446	0	1100
765379447	0	1100
765389448	0	1100
765399450	0	1100
765409450	0	1100
765419452	0	1100
765429454	0	1100
765439455	0	1100
765449456	0	1100
765459458	0	1100
765469458	0	1100
765479460	0	1100
765489460	0	1100
765499462	0	1100
765509462	0	1100
765519463	0	1100
765529463	0	1100
765539465	0	1100
765549466	0	1100
765559467	0	1100
765569469	0	1100
765579468	0	1100
765589470	0	1100
765599470	0	1100
765609470	0	1100
765619469	0	1100
765629470	0	1100
765639472	0	1100
765649473	0	1100
765659474	0	1100
765669477	0	1100
765679477	0	1100
765689479	0	1100
765699481	0	1100
765709483	0	1100
765719484	0	1100
765729484	0	1100
765739486	0	1100
765749488	0	1100
765759490	0	1100
765769491	0	1100
765779491	0	1100
765789491	0	1100
765799492	0	1100
765809494	0	1100
765819494	0	1100
765829497	0	1100
765839498	0	1100
765849499	0	1100
765859499	0	1100
765869500	0	1100
765879500	0	1100
765889501	0	1100
765899502	0	1100
765909504	0	1100
765919503	0	1100
765929504	0	1100
765939506	0	1100
765949508	0	1100
765959510	0	1100
765969512	0	1100
765979514	0	1100
765989515	0	1100
765999517	0	1100
766009517	0	1100
766019517	0	1100
766029520	0	1100
766039519	0	1100
766049520	0	1100
766059521	0	1100
766069522	0	1100
766079524	0	1100
766089525	0	1100
766099527	0	1100
766109528	0	1100
766119529	0	1100
766129530	0	1100
766139531	0	1100
766149533	0	1100
766159534	0	1100
766169536	0	1100
766179536	0	1100
766189538	0	1100
766199539	0	1100
766209539	0	1100
766219541	0	1100
766229543	0	1100
766239543	0	1100
766249544	0	1100
766259547	0	1100
766269546	0	1100
766279548	0	1100
766289548	0	1100
766299550	0	1100
766309550	0	1100
766319551	0	1100
766329553	0	1100
766339554	0	1100
